name,slug,city,state,country,latitude,longitude,website,type,total_enrollment,undergraduate_enrollment,acceptance_rate,average_sat,average_act,tuition_in_state,tuition_out_state,room_and_board,books_supplies,graduation_rate,retention_rate,avg_net_price,percent_receiving_aid,student_faculty_ratio,pcip01,pcip03,pcip04,pcip05,pcip09,pcip10,pcip11,pcip12,pcip13,pcip14,pcip15,pcip16,pcip19,pcip22,pcip23,pcip24,pcip25,pcip26,pcip27,pcip29,pcip30,pcip31,pcip38,pcip39,pcip40,pcip41,pcip42,pcip43,pcip44,pcip45,pcip46,pcip47,pcip48,pcip49,pcip50,pcip51,pcip52,pcip54
Walsh University,walsh-university,North Canton,OH,USA,40.873908,-81.369931,https://www.walsh.edu/,Private Non-Profit,1294,1294,78.18,1210,23,34595,34595,11810,790,61.69,72.94,,52.89,13.0,0.0,0.0,0.0,0.0,3.01,0.0,3.61,0.0,9.94,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7.83,0.3,0.0,3.31,9.04,0.0,0.9,0.9,0.0,7.23,1.81,0.0,3.01,0.0,0.0,0.0,0.0,2.41,19.88,26.2,0.3
University of St Francis,university-of-st-francis,Joliet,IL,USA,41.532225,-88.096057,https://www.stfrancis.edu/,Private Non-Profit,1292,1292,63.93,1055,23,37000,37000,11980,800,64.63,73.36,,79.77,13.0,0.0,0.0,0.0,0.0,1.73,0.0,1.08,0.0,4.97,0.0,0.0,0.0,2.59,0.0,1.3,0.43,0.0,6.48,0.86,0.0,0.0,1.08,0.0,0.0,0.0,0.0,6.05,2.59,1.73,0.22,0.0,0.0,0.0,0.0,3.67,46.87,16.85,1.51
Oklahoma Baptist University,oklahoma-baptist-university,Shawnee,OK,USA,35.360492,-96.932459,https://www.okbu.edu/,Private Non-Profit,1292,1292,55.68,1173,22,34050,34050,9240,1200,49.73,68.58,,44.06,15.0,0.0,0.0,0.0,0.0,2.32,0.0,0.33,0.0,9.6,0.0,0.0,0.33,2.32,0.0,2.32,0.0,0.0,6.62,1.66,0.0,6.29,4.64,1.66,6.62,0.66,0.0,8.61,0.0,0.0,3.97,0.0,0.0,0.0,0.0,8.61,17.55,12.91,2.98
Meredith College,meredith-college,Raleigh,NC,USA,35.799351,-78.689995,https://www.meredith.edu/,Private Non-Profit,1288,1288,74.66,1224,26,43936,43936,12920,850,64.97,80.97,,54.85,10.0,0.0,0.93,0.0,0.0,4.04,0.0,0.93,0.0,1.24,0.0,0.0,1.24,4.35,0.0,1.55,0.0,0.0,12.11,4.97,0.0,0.0,4.35,1.24,0.0,0.93,0.0,9.94,0.0,3.42,6.52,0.0,0.0,0.0,0.0,17.7,3.73,19.25,1.55
College for Creative Studies,college-for-creative-studies,Detroit,MI,USA,42.361839,-83.062352,https://www.collegeforcreativestudies.edu/,Private Non-Profit,1285,1285,92.76,,,51355,51355,11040,2154,69.62,76.49,,53.34,10.0,0.0,0.0,0.0,0.0,0.0,20.62,10.51,0.0,2.33,0.0,24.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41,0.0,0.0,0.0
Kettering University,kettering-university,Flint,MI,USA,43.012468,-83.71282,https://www.kettering.edu/,Private Non-Profit,1279,1279,79.09,1219,28,46380,46380,9500,1100,70.54,92.52,,46.13,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,0.0,0.0,82.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,1.45,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0
University of Baltimore,university-of-baltimore,Baltimore,MD,USA,39.305834,-76.616591,https://www.ubalt.edu/,Public,1276,1276,85.55,1060,19,9772,23490,,1600,46.73,65.38,17546,39.96,10.0,0.0,0.52,0.0,0.0,2.36,10.5,4.99,0.0,0.0,0.0,0.0,0.0,0.0,5.51,3.15,0.0,0.0,0.0,0.0,0.0,1.84,0.0,2.36,0.0,0.0,0.0,6.82,13.39,4.99,3.94,0.0,0.0,0.0,0.0,1.31,6.56,30.97,0.79
Hardin-Simmons University,hardin-simmons-university,Abilene,TX,USA,32.476434,-99.73564,https://www.hsutx.edu/,Private Non-Profit,1275,1275,96.53,1064,21,31686,31686,10634,1060,49.56,65.33,,82.78,15.0,0.0,0.0,0.0,0.0,2.86,0.0,2.14,0.0,8.57,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,11.07,0.0,0.0,5.0,14.29,0.71,0.0,0.36,0.0,9.29,2.5,4.29,2.86,0.0,0.0,0.0,0.0,3.57,8.21,22.5,0.36
Missouri Valley College,missouri-valley-college,Marshall,MO,USA,39.108522,-93.190654,https://www.moval.edu/,Private Non-Profit,1274,1274,52.69,1018,19,23000,23000,10500,2000,24.48,53.05,,41.11,16.0,3.06,0.0,0.0,0.0,5.61,0.0,3.06,0.0,8.67,0.0,0.0,0.0,0.0,0.0,3.06,1.02,0.0,6.63,1.02,0.0,0.0,16.84,0.0,0.0,0.0,0.0,7.14,6.12,0.0,1.02,0.0,0.0,0.0,0.0,4.59,5.61,26.02,0.51
The University of Montana-Western,the-university-of-montana-western,Dillon,MT,USA,45.208306,-112.639264,https://umwestern.edu/,Public,1271,1271,99.5,,,6430,19038,9104,1200,49.45,79.17,16669,32.16,15.0,6.37,2.22,0.0,0.0,0.0,0.0,0.0,0.0,44.04,0.0,0.0,0.0,0.0,0.0,1.39,16.07,0.0,3.32,0.28,3.05,3.05,5.26,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.55,0.0,0.0,0.0,0.0,1.11,0.0,10.53,0.55
Massachusetts Maritime Academy,massachusetts-maritime-academy,Buzzards Bay,MA,USA,41.739072,-70.624084,https://www.maritime.edu/,Public,1270,1270,94.55,,,10816,23910,14526,1500,79.12,78.86,26661,79.26,12.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,0.0,13.78,0.0,0.0,15.84,0.0
Concordia University-Nebraska,concordia-university-nebraska,Seward,NE,USA,40.914853,-97.089054,https://www.cune.edu/,Private Non-Profit,1270,1270,90.04,1148,23,39330,39330,10350,1070,64.08,77.61,,26.61,14.0,1.28,2.13,0.0,0.0,1.28,0.0,2.98,0.0,23.4,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,14.47,1.28,0.0,2.13,2.13,0.0,6.38,1.7,0.0,8.09,2.98,0.0,0.85,0.0,0.0,0.0,0.0,4.26,0.85,19.15,2.55
Wittenberg University,wittenberg-university,Springfield,OH,USA,39.934029,-83.815445,https://www.wittenberg.edu/,Private Non-Profit,1269,1269,91.04,1153,23,44602,44602,11562,1600,53.82,73.58,,59.14,12.0,0.0,2.41,0.0,0.4,5.22,0.0,2.81,0.0,10.44,0.0,0.0,0.8,0.0,0.0,1.61,0.0,0.0,12.45,1.61,0.0,0.4,11.65,1.2,0.0,1.2,0.0,7.63,0.0,0.0,6.83,0.0,0.0,0.0,0.0,3.61,6.43,18.88,4.42
Mount Saint Mary College,mount-saint-mary-college,Newburgh,NY,USA,41.513872,-74.012655,https://www.msmc.edu/,Private Non-Profit,1268,1268,82.46,1160,22,41370,41370,18820,1522,65.66,74.32,,64.92,12.0,0.0,0.0,0.0,0.0,2.5,0.0,6.56,0.0,0.0,0.0,0.0,0.31,0.0,0.0,3.44,0.0,0.0,2.5,2.81,0.0,3.13,1.88,0.0,0.0,0.0,0.0,7.81,0.0,2.81,10.0,0.0,0.0,0.0,0.0,0.0,35.0,13.75,7.5
Immaculata University,immaculata-university,Immaculata,PA,USA,40.027981,-75.570711,https://www.immaculata.edu/,Private Non-Profit,1265,1265,78.45,1163,25,28550,28550,12870,1300,64.47,79.5,,53.74,10.0,0.0,0.0,0.0,0.0,1.37,0.0,4.12,0.0,8.59,0.0,0.0,0.0,0.0,0.0,1.03,1.03,0.0,3.09,0.0,0.0,0.0,7.56,0.0,0.34,0.0,0.0,8.25,3.44,0.69,3.09,0.0,0.0,0.0,0.0,0.69,38.14,18.56,0.0
Saint Vincent College,saint-vincent-college,Latrobe,PA,USA,40.29265,-79.403762,https://www.stvincent.edu/,Private Non-Profit,1264,1264,59.1,1120,25,41100,41100,13918,1500,72.15,85.09,,74.03,10.0,0.0,1.62,0.0,0.0,6.49,0.0,5.52,0.0,4.55,5.52,0.0,0.0,0.0,0.0,2.6,8.12,0.0,8.44,2.92,0.0,4.55,0.0,1.62,0.97,0.65,0.0,7.47,0.0,0.32,8.12,0.0,0.0,0.0,0.0,1.62,3.57,22.4,2.92
Andrews University,andrews-university,Berrien Springs,MI,USA,41.963859,-86.355815,https://www.andrews.edu/,Private Non-Profit,1262,1262,87.4,1177,24,33710,33710,10050,1100,65.93,83.26,,34.71,10.0,4.62,0.0,6.46,0.0,0.62,0.0,2.46,0.0,0.62,4.92,0.0,4.31,0.62,0.0,0.92,7.08,0.0,10.15,1.23,0.0,2.15,0.62,2.46,4.0,1.23,0.0,6.46,0.0,1.23,1.23,0.0,0.0,0.0,2.77,4.62,19.38,9.85,0.0
Texas Lutheran University,texas-lutheran-university,Seguin,TX,USA,29.573261,-97.982669,https://www.tlu.edu/,Private Non-Profit,1260,1260,94.79,1124,,34920,34920,11880,1000,55.18,67.15,,65.93,10.0,0.0,0.0,0.0,0.0,2.96,0.0,1.61,0.0,8.87,1.08,0.0,0.0,0.0,0.0,0.81,0.0,0.0,4.57,2.96,0.0,0.0,9.68,0.27,1.34,1.88,0.0,6.99,0.0,0.0,2.15,0.0,0.0,0.0,0.0,4.57,28.23,21.24,0.81
University of Sioux Falls,university-of-sioux-falls,Sioux Falls,SD,USA,43.531574,-96.738229,https://www.usiouxfalls.edu/,Private Non-Profit,1258,1258,82.08,,,20740,20740,8960,1000,60.51,75.17,,66.94,17.0,0.0,0.0,0.0,0.0,5.86,0.0,0.31,0.0,13.58,0.0,0.0,0.31,0.0,0.0,0.62,0.31,0.0,4.94,1.85,0.0,0.0,9.57,0.0,1.54,0.31,0.0,8.95,4.63,1.54,1.23,0.0,0.0,0.0,0.0,3.09,24.07,16.67,0.62
Saint Martin's University,saint-martins-university,Lacey,WA,USA,47.041068,-122.816354,https://www.stmartin.edu/,Private Non-Profit,1254,1254,75.93,1057,21,44210,44210,13980,1000,57.09,73.29,,59.27,10.0,0.0,1.08,0.0,0.0,0.86,0.0,33.26,0.0,6.48,6.48,0.0,0.0,0.0,0.0,0.86,0.0,0.0,4.1,0.65,0.0,0.43,3.46,0.22,0.0,0.22,0.0,7.56,3.24,3.02,3.02,0.0,0.0,0.0,0.0,0.86,13.17,10.15,0.86
Oakwood University,oakwood-university,Huntsville,AL,USA,34.756344,-86.652705,https://www2.oakwood.edu/,Private Non-Profit,1253,1253,50.51,,,21838,21838,9384,1200,48.91,63.88,,57.54,10.0,0.0,0.0,0.0,0.0,3.66,0.0,4.19,0.0,4.19,0.0,0.0,3.14,0.0,0.0,0.0,14.14,0.0,20.94,0.52,0.0,0.52,0.0,0.0,8.38,0.0,0.0,5.76,0.0,4.19,2.62,0.0,0.0,0.0,0.0,4.71,16.23,6.81,0.0
Lesley University,lesley-university,Cambridge,MA,USA,42.38012,-71.117303,https://www.lesley.edu/,Private Non-Profit,1252,1252,94.42,,,32780,32780,19060,1500,61.74,76.89,,51.29,10.0,0.0,1.44,0.0,0.0,0.0,0.58,0.0,0.0,10.09,0.0,0.0,0.29,2.02,0.0,4.03,13.54,0.0,1.44,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,14.99,0.0,3.75,2.02,0.0,0.0,0.0,0.0,35.16,5.19,4.03,0.58
Chatham University,chatham-university,Pittsburgh,PA,USA,40.448432,-79.926083,https://www.chatham.edu/,Private Non-Profit,1252,1252,70.11,1205,,43810,43810,14324,1000,66.2,78.69,,63.64,10.0,0.0,4.89,7.89,0.0,5.26,1.5,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,3.01,0.38,0.0,14.66,4.14,0.0,9.77,9.4,0.0,0.0,0.38,0.0,12.03,0.0,1.5,3.38,0.0,0.0,0.0,0.0,3.76,6.39,9.77,0.75
Midway University,midway-university,Midway,KY,USA,38.146126,-84.678142,https://www.midway.edu/,Private Non-Profit,1250,1250,95.18,1145,22,26080,26080,9500,1800,46.38,68.83,,62.34,15.0,8.92,0.0,0.0,0.0,7.81,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,1.86,0.0,0.0,2.23,0.0,0.0,1.86,8.55,0.0,0.0,0.0,0.0,6.69,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,28.25,0.0
Manhattanville College,manhattanville-college,Purchase,NY,USA,41.032187,-73.715645,https://www.mville.edu/,Private Non-Profit,1250,1250,84.66,,27,42950,42950,15540,800,53.73,72.61,,59.3,12.0,0.0,0.25,0.0,0.0,9.09,0.0,1.01,0.0,0.0,0.0,0.0,1.26,0.0,0.25,4.55,1.01,0.0,3.28,0.76,0.0,0.25,9.09,1.01,0.0,0.25,0.0,10.61,1.01,0.0,4.55,0.0,0.0,0.0,0.0,10.61,17.42,20.71,3.03
Gordon College,gordon-college,Wenham,MA,USA,42.590567,-70.82151,https://www.gordon.edu/,Private Non-Profit,1247,1247,58.78,1268,27,28100,28100,12650,800,67.63,82.9,,56.11,11.0,0.0,0.0,0.0,0.0,7.64,0.0,4.73,0.0,7.64,0.0,0.0,2.91,0.0,0.0,2.91,0.0,0.0,21.45,3.64,0.0,1.09,0.36,3.64,2.55,1.09,0.0,9.09,0.0,3.64,6.55,0.0,0.0,0.0,0.0,7.64,0.0,10.91,2.55
Coe College,coe-college,Cedar Rapids,IA,USA,41.988263,-91.658192,https://www.coe.edu/,Private Non-Profit,1246,1246,70.67,1206,,52576,52576,11336,1000,59.0,76.52,,72.55,11.0,0.0,0.0,0.0,0.4,0.8,0.0,3.2,0.0,4.8,0.0,0.0,0.8,0.0,0.0,4.0,0.0,0.0,11.2,1.2,0.0,1.2,6.0,0.8,0.0,6.0,0.0,8.8,2.8,0.0,10.8,0.0,0.0,0.0,0.0,6.0,7.2,20.8,3.2
Freed-Hardeman University,freed-hardeman-university,Henderson,TN,USA,35.440611,-88.637964,https://www.fhu.edu/,Private Non-Profit,1244,1244,90.62,1109,24,25000,25000,8540,1300,68.37,80.61,,39.78,13.0,0.0,0.0,0.0,0.0,2.98,0.0,1.99,0.0,8.94,0.66,0.0,0.0,1.66,0.0,1.66,6.62,0.0,4.64,0.99,0.0,1.66,5.96,0.0,6.95,2.32,0.0,4.64,2.65,4.64,1.66,0.0,0.0,0.0,0.0,9.93,12.91,14.24,2.32
Virginia Wesleyan University,virginia-wesleyan-university,Virginia Beach,VA,USA,36.868417,-76.18606,https://www.vwu.edu/,Private Non-Profit,1243,1243,71.29,1281,29,36960,36960,11513,1500,49.05,66.79,,47.6,13.0,0.0,3.95,0.0,0.0,5.14,0.0,0.0,0.0,3.56,0.0,0.0,0.4,0.0,0.0,2.77,2.77,0.0,12.25,3.56,0.0,6.72,5.53,0.79,0.0,0.79,0.0,7.11,9.09,1.98,7.91,0.0,0.0,0.0,0.0,4.74,3.16,16.21,1.58
SUNY Maritime College,suny-maritime-college,Throggs Neck,NY,USA,40.807217,-73.795309,https://www.sunymaritime.edu/,Public,1242,1242,78.51,1199,26,8540,18450,16146,1500,74.85,79.7,21781,40.69,14.0,0.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48,0.0,0.0,15.33,0.0
Otis College of Art and Design,otis-college-of-art-and-design,Los Angeles,CA,USA,33.956607,-118.416615,https://www.otis.edu/,Private Non-Profit,1242,1242,83.98,,25,55513,55513,17262,938,60.59,72.93,,41.8,8.0,0.0,0.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.47,0.0,0.0,0.0
Northern State University,northern-state-university,Aberdeen,SD,USA,45.450829,-98.484728,https://www.northern.edu/,Public,1239,1239,92.79,1090,21,8845,11947,10300,1200,52.24,75.1,17094,23.29,17.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,20.24,0.0,0.0,1.51,0.0,0.0,4.23,7.55,0.0,11.78,0.91,0.0,0.0,9.06,0.0,0.0,0.6,0.0,4.23,3.93,0.0,4.23,0.0,0.0,0.0,0.0,6.34,1.21,19.94,3.02
Adams State University,adams-state-university,Alamosa,CO,USA,37.473636,-105.879642,https://www.adams.edu/,Public,1239,1239,,,21,9776,21848,9553,1460,31.65,55.48,14173,33.41,14.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,1.03,50.92,0.0,4.52,1.23,0.0,0.0,6.57,0.0,0.0,1.23,0.0,4.31,0.0,0.0,6.57,0.0,0.0,0.0,0.0,3.9,2.87,14.37,0.0
The College of Saint Rose,the-college-of-saint-rose,Albany,NY,USA,42.664297,-73.786661,https://www.strose.edu/,Private Non-Profit,1238,1238,73.4,,,37452,37452,14394,1200,50.95,72.38,,60.82,14.0,0.0,0.0,0.0,0.0,5.11,0.0,3.11,0.0,18.44,0.0,0.0,0.89,0.0,0.0,1.78,1.78,0.0,3.78,0.89,0.0,0.0,0.0,0.0,0.0,0.22,0.0,15.33,8.44,3.33,2.44,0.0,0.0,0.0,0.0,5.33,6.22,22.0,0.89
Piedmont University,piedmont-university,Demorest,GA,USA,34.566042,-83.542126,https://www.piedmont.edu/,Private Non-Profit,1235,1235,92.84,1074,23,30680,30680,12300,1298,41.46,77.08,,67.95,12.0,0.0,0.75,0.0,0.0,4.53,0.0,0.38,0.0,16.98,0.75,0.0,0.0,0.0,0.0,0.0,0.38,0.0,5.28,0.75,0.0,1.51,2.26,0.38,0.0,0.38,0.0,2.64,6.04,0.0,1.13,0.0,0.0,0.0,0.0,4.91,33.58,15.85,1.51
Bluefield State University,bluefield-state-university,Bluefield,WV,USA,37.265732,-81.239037,https://bluefieldstate.edu/,Public,1231,1231,87.22,998,20,10240,17560,11327,1200,34.56,55.33,12529,53.47,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.0,4.7,0.0,19.66,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,0.43,0.0,3.85,0.0,4.27,0.0,0.0,0.0,0.0,0.0,47.86,7.69,0.0
Lakeland University,lakeland-university,Plymouth,WI,USA,43.841573,-87.883414,https://www.lakeland.edu/,Private Non-Profit,1230,1230,91.09,,,32286,32286,11872,1100,55.75,66.52,,55.01,13.0,0.8,0.0,0.0,0.0,1.61,0.0,11.26,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,1.07,0.0,0.0,0.0,5.09,0.0,0.0,0.8,0.0,8.58,0.0,0.0,2.14,0.0,0.0,0.0,0.0,1.88,1.61,60.32,0.8
Ave Maria University,ave-maria-university,Ave Maria,FL,USA,26.335983,-81.438945,https://www.avemaria.edu/,Private Non-Profit,1229,1229,44.81,,,28222,28222,14125,1320,55.48,75.0,,49.96,12.0,0.0,1.13,0.0,0.0,9.81,0.0,0.0,0.0,1.89,0.0,0.0,2.26,0.0,0.0,1.51,1.51,0.0,10.94,2.64,0.0,0.0,0.0,3.77,3.77,1.51,0.0,7.55,0.0,0.0,6.04,0.0,0.0,0.0,0.0,0.75,16.6,24.91,3.4
Reach University,reach-university,Oakland,CA,USA,37.80566,-122.277476,https://www.reach.edu/,Private Non-Profit,1226,1226,99.15,,,12374,12374,,1200,,69.23,,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennsylvania State University-Penn State Brandywine,pennsylvania-state-university-penn-state-brandywine,Media,PA,USA,39.927123,-75.449704,https://www.brandywine.psu.edu/,Public,1218,1218,95.33,1211,,15180,25118,13820,1840,21.33,72.37,22518,51.92,14.0,0.0,0.0,0.0,1.2,9.04,0.0,18.67,0.0,0.0,6.02,0.0,0.0,10.24,0.0,3.61,0.6,0.0,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.33,0.0
University of Virginia's College at Wise,university-of-virginias-college-at-wise,Wise,VA,USA,36.970602,-82.559656,https://www.uvawise.edu/,Public,1214,1214,93.92,1104,22,11656,32540,12535,1680,49.81,73.2,11180,21.48,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,30.41,0.0,0.0,0.92,0.0,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.28,0.0,0.0,0.0,0.0,0.0,9.22,17.05,7.83
Walla Walla University,walla-walla-university,College Place,WA,USA,46.048088,-118.389555,https://www.wallawalla.edu/,Private Non-Profit,1214,1214,,,,33027,33027,10416,765,64.16,84.46,,48.54,13.0,0.0,0.0,0.0,0.0,3.88,0.0,3.36,0.0,4.65,11.11,0.0,0.78,0.0,0.0,1.55,3.62,0.0,6.2,0.78,0.0,0.0,1.29,0.78,1.03,0.52,0.0,3.88,0.0,3.36,0.0,0.0,1.55,0.0,3.62,5.68,20.93,19.64,1.81
Lubbock Christian University,lubbock-christian-university,Lubbock,TX,USA,33.575973,-101.934426,https://www.lcu.edu/,Private Non-Profit,1210,1210,73.19,1086,23,27298,27298,8898,1300,48.71,73.91,,75.04,12.0,2.65,1.89,0.0,0.0,0.76,0.0,3.41,0.0,12.12,0.0,0.0,0.38,1.52,0.0,2.27,3.79,0.0,7.95,1.52,0.0,0.0,8.33,0.0,4.55,0.76,0.0,6.06,3.79,3.79,3.79,0.0,0.0,0.0,0.0,1.89,13.64,13.64,1.52
Allegheny College,allegheny-college,Meadville,PA,USA,41.64869,-80.147168,https://allegheny.edu/,Private Non-Profit,1209,1209,58.53,1292,26,54960,54960,13796,1000,66.53,84.38,,71.23,8.0,0.0,0.0,0.0,0.54,4.34,0.0,5.42,0.0,0.0,0.0,0.0,0.81,0.0,0.0,4.88,0.0,0.0,21.14,1.08,0.0,11.65,0.0,1.08,0.0,7.32,0.0,7.86,0.0,0.27,13.82,0.0,0.0,0.0,0.0,5.96,3.79,5.96,4.07
Alma College,alma-college,Alma,MI,USA,43.38004,-84.672053,https://www.alma.edu/,Private Non-Profit,1208,1208,65.66,,,47430,47430,13128,850,63.73,76.35,,66.18,14.0,0.0,4.38,0.0,0.0,4.74,0.0,3.28,0.0,10.95,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,8.39,0.36,0.0,0.0,8.03,0.36,0.0,4.38,0.0,8.39,0.0,0.0,5.84,0.0,0.0,0.0,0.0,5.11,11.68,18.98,3.28
Evangel University,evangel-university,Springfield,MO,USA,37.220956,-93.262614,https://www.evangel.edu/,Private Non-Profit,1205,1205,69.3,,,27192,27192,9176,816,64.8,79.3,,89.89,12.0,0.0,1.58,0.0,0.0,8.2,1.26,0.63,0.0,17.35,0.32,0.0,0.32,0.0,0.0,2.21,1.26,0.0,6.94,0.63,0.0,0.0,4.42,3.15,5.68,0.95,0.0,6.62,2.21,1.89,4.42,0.0,0.0,0.0,0.0,2.84,9.15,17.98,0.0
Hood College,hood-college,Frederick,MD,USA,39.420631,-77.419049,https://www.hood.edu/,Private Non-Profit,1202,1202,78.13,,,45870,45870,14250,1430,55.29,80.27,,63.73,11.0,0.0,2.69,0.0,0.0,6.54,0.0,6.92,0.0,8.08,0.0,0.0,2.31,0.0,0.0,3.46,0.0,0.0,10.38,1.15,0.0,2.69,0.0,0.38,0.0,0.77,0.0,8.85,8.08,3.85,5.0,0.0,0.0,0.0,0.0,5.77,6.54,14.62,1.92
Aquinas College,aquinas-college,Grand Rapids,MI,USA,42.96019,-85.628785,https://www.aquinas.edu/,Private Non-Profit,1201,1201,71.06,1087,23,38520,38520,10994,2098,62.5,73.62,,42.77,11.0,0.0,0.81,0.0,0.0,2.85,0.0,1.22,0.0,10.57,0.0,0.0,0.81,1.63,0.0,2.85,6.5,0.0,3.66,1.63,0.0,2.03,8.54,0.81,1.22,0.41,0.0,6.91,0.0,0.41,7.72,0.0,0.0,0.0,0.0,4.88,5.69,28.86,0.0
Avila University,avila-university,Kansas City,MO,USA,38.91339,-94.591758,https://www.avila.edu/,Private Non-Profit,1192,1192,59.54,942,20,38672,38672,9065,1190,42.62,68.31,,85.17,13.0,0.0,0.0,0.0,0.0,4.63,0.0,4.63,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.93,4.63,0.0,2.78,0.0,0.0,0.0,6.48,0.46,0.0,0.0,0.0,6.48,0.0,3.7,1.85,0.0,0.0,0.0,0.0,5.56,33.8,17.59,0.93
Midland University,midland-university,Fremont,NE,USA,41.43674,-96.488008,https://www.midlandu.edu/,Private Non-Profit,1191,1191,66.92,1043,21,40270,40270,10562,1020,43.21,72.53,,65.15,13.0,0.44,0.0,0.0,0.0,2.19,0.0,0.0,0.0,19.74,0.0,0.0,0.0,0.0,0.0,0.88,1.75,0.0,3.07,0.0,0.0,0.0,10.53,0.0,0.0,0.0,0.0,7.02,7.46,3.07,0.44,0.0,0.0,0.0,0.0,4.82,19.74,18.42,0.44
Pitzer College,pitzer-college,Claremont,CA,USA,34.104107,-117.706675,https://www.pitzer.edu/,Private Non-Profit,1191,1191,16.66,,,62692,62692,21374,1100,83.21,94.17,,21.7,10.0,0.37,12.22,0.0,1.11,6.67,0.0,0.74,0.0,0.37,0.0,0.0,0.74,0.0,0.37,2.22,0.0,0.0,9.26,2.59,0.0,11.11,0.0,2.59,0.0,3.33,0.0,6.67,0.0,0.0,24.07,0.0,0.0,0.0,0.0,3.33,0.74,9.63,1.85
Mary Baldwin University,mary-baldwin-university,Staunton,VA,USA,38.153884,-79.069273,https://www.marybaldwin.edu/,Private Non-Profit,1188,1188,,,,33157,33157,10630,900,55.66,61.24,,66.44,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,3.31,8.61,0.0,4.97,1.32,0.0,0.0,1.66,0.0,0.0,0.99,0.0,6.95,0.0,10.6,14.9,0.0,0.0,0.0,0.0,5.3,15.23,18.87,2.98
Bay Path University,bay-path-university,Longmeadow,MA,USA,42.055088,-72.583382,https://www.baypath.edu/,Private Non-Profit,1186,1186,73.5,,,37227,37227,13316,1800,56.94,69.06,,83.95,7.0,3.46,0.0,0.0,0.0,0.0,0.0,2.83,0.0,8.81,0.0,0.0,0.0,0.0,2.2,0.0,5.97,0.0,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.63,12.58,22.64,0.0
