name,slug,city,state,country,latitude,longitude,website,type,total_enrollment,undergraduate_enrollment,acceptance_rate,average_sat,average_act,tuition_in_state,tuition_out_state,room_and_board,books_supplies,graduation_rate,retention_rate,avg_net_price,percent_receiving_aid,student_faculty_ratio,pcip01,pcip03,pcip04,pcip05,pcip09,pcip10,pcip11,pcip12,pcip13,pcip14,pcip15,pcip16,pcip19,pcip22,pcip23,pcip24,pcip25,pcip26,pcip27,pcip29,pcip30,pcip31,pcip38,pcip39,pcip40,pcip41,pcip42,pcip43,pcip44,pcip45,pcip46,pcip47,pcip48,pcip49,pcip50,pcip51,pcip52,pcip54
Loyola University Maryland,loyola-university-maryland,Baltimore,MD,USA,39.346358,-76.621872,https://www.loyola.edu/,Private Non-Profit,3975,3975,76.33,1292,,55480,55480,18240,800,80.49,85.89,,52.71,12.0,0.0,0.0,0.0,0.0,7.95,0.0,4.32,0.0,2.27,4.32,0.0,0.11,0.0,0.0,3.52,0.0,0.0,8.86,0.57,0.0,6.14,0.0,0.8,0.0,1.02,0.0,7.27,1.7,0.0,9.66,0.0,0.0,0.0,0.0,0.57,6.25,33.86,0.8
Worcester State University,worcester-state-university,Worcester,MA,USA,42.267526,-71.844018,https://www.worcester.edu/,Public,3963,3963,89.86,1145,24,11286,17366,12999,1368,55.51,76.52,14738,47.63,15.0,0.0,1.84,0.0,0.0,4.55,0.0,2.81,0.0,7.03,0.0,0.0,0.22,0.0,0.0,2.38,4.44,0.0,8.77,0.87,0.0,0.0,0.0,0.0,0.0,0.76,0.0,12.66,8.98,0.0,4.65,0.0,0.0,0.0,0.0,0.65,21.32,15.48,2.6
Roger Williams University,roger-williams-university,Bristol,RI,USA,41.650214,-71.260374,https://www.rwu.edu/,Private Non-Profit,3957,3957,87.78,1228,,42666,42666,16690,900,66.61,78.71,,58.66,12.0,0.7,0.7,8.35,0.0,3.38,0.1,3.18,0.0,4.97,4.87,0.0,0.2,0.0,8.05,0.5,0.6,0.0,5.86,0.1,0.0,1.39,0.0,0.3,0.0,1.09,0.0,5.96,11.83,0.8,3.28,0.0,0.0,0.0,0.0,3.78,3.88,25.45,0.7
SUNY Old Westbury,suny-old-westbury,Old Westbury,NY,USA,40.799021,-73.571907,https://www.oldwestbury.edu/,Public,3945,3945,84.58,,,8379,18289,13440,2500,46.59,73.52,9900,29.66,17.0,0.0,0.11,0.0,1.5,4.49,0.0,4.39,0.0,15.08,0.0,0.0,0.64,0.0,0.0,3.74,3.42,0.0,7.49,0.64,0.0,0.0,0.0,0.21,0.0,0.32,0.0,9.84,0.0,0.0,14.01,0.0,0.0,0.0,0.0,2.46,4.81,23.42,3.42
Johnson & Wales University-Providence,johnson-wales-university-providence,Providence,RI,USA,41.819956,-71.41277,https://www.jwu.edu/campuses/providence/,Private Non-Profit,3913,3913,83.7,1107,,40408,40408,18776,1200,54.88,76.34,,73.52,13.0,1.21,0.0,0.0,0.0,2.88,0.0,5.48,38.25,0.0,0.74,0.37,0.0,8.26,0.0,0.0,0.09,0.0,1.58,0.0,0.0,0.28,3.99,0.0,0.0,0.0,0.0,3.9,7.89,0.0,0.65,0.0,0.0,0.0,0.0,0.19,5.01,19.22,0.0
Northeastern Illinois University,northeastern-illinois-university,Chicago,IL,USA,41.980399,-87.718983,https://www.neiu.edu/,Public,3869,3869,70.4,,,12383,22726,10742,2400,16.79,61.04,13550,21.68,12.0,0.0,0.67,0.0,0.38,3.34,0.0,9.82,0.0,13.63,0.0,0.0,0.86,0.0,0.0,2.0,8.29,0.0,5.91,0.67,0.0,0.0,0.0,0.1,0.0,1.14,0.0,8.48,3.15,9.44,4.0,0.0,0.0,0.0,0.0,3.62,0.48,22.5,1.53
Bradley University,bradley-university,Peoria,IL,USA,40.696896,-89.616786,https://www.bradley.edu/,Private Non-Profit,3865,3865,76.66,1237,27,39680,39680,12850,1200,72.14,84.46,,63.58,11.0,0.0,0.2,0.0,0.1,7.04,1.66,7.53,0.0,6.94,17.79,0.0,0.39,0.49,0.0,1.56,0.39,0.0,4.2,0.29,0.0,0.39,0.0,0.39,0.0,1.17,0.0,7.14,1.17,1.17,2.15,0.0,0.0,0.0,0.0,7.23,13.98,15.93,0.68
SUNY College at Geneseo,suny-college-at-geneseo,Geneseo,NY,USA,42.796645,-77.821894,https://www.geneseo.edu/,Public,3855,3855,63.53,1296,28,8966,19206,15380,1000,72.09,83.83,18021,49.11,15.0,0.0,0.0,0.0,0.48,7.05,0.0,0.0,0.0,19.35,0.0,0.0,0.57,0.0,0.0,3.81,0.0,0.0,11.82,1.91,0.0,1.05,0.0,0.48,0.0,4.48,0.0,14.78,0.0,0.0,16.11,0.0,0.0,0.0,0.0,1.24,0.0,13.63,3.24
Monmouth University,monmouth-university,West Long Branch,NJ,USA,40.280066,-74.006447,https://www.monmouth.edu/,Private Non-Profit,3831,3831,89.54,1204,24,44850,44850,17738,1000,70.33,81.47,,61.06,12.0,0.0,0.0,0.0,0.0,8.56,0.0,3.21,0.0,1.07,0.64,0.0,0.21,0.0,0.0,4.39,0.0,0.0,5.45,1.39,0.0,0.11,3.85,0.0,0.0,1.07,0.0,4.39,6.95,3.85,4.28,0.0,0.0,0.0,0.0,4.6,11.87,31.55,2.57
Samford University,samford-university,Birmingham,AL,USA,33.464128,-86.791799,https://www.samford.edu/,Private Non-Profit,3828,3828,82.23,1203,26,38144,38144,12160,1200,79.88,87.65,,28.7,14.0,0.0,0.36,0.0,0.0,6.09,0.0,1.19,0.0,5.13,0.36,0.0,0.36,5.61,0.95,2.15,0.12,0.0,2.86,0.95,0.0,0.36,2.39,0.84,1.31,0.24,0.0,2.86,0.0,0.48,3.22,0.0,0.0,0.0,0.0,7.4,33.65,19.93,1.19
Pontifical Catholic University of Puerto Rico-Ponce,pontifical-catholic-university-of-puerto-rico-ponce,Ponce,PR,USA,18.00165,-66.617138,https://www.pucpr.edu/,Private Non-Profit,3827,3827,90.33,1285,,6340,6340,6663,3512,47.94,78.93,,31.63,22.0,0.0,0.0,2.72,0.0,3.4,0.0,0.27,0.0,2.04,0.0,0.0,1.36,0.0,2.04,0.41,7.07,0.0,24.76,0.0,0.0,0.0,3.95,0.14,0.0,1.09,0.0,5.99,0.0,4.76,5.71,0.0,0.0,0.0,0.0,4.76,20.0,8.84,0.68
Rutgers University-Camden,rutgers-university-camden,Camden,NJ,USA,39.948064,-75.12224,https://camden.rutgers.edu/,Public,3819,3819,77.75,1118,21,17079,35841,13389,1391,66.45,81.87,18803,48.63,12.0,0.0,0.0,0.0,0.15,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.23,0.0,0.0,3.07,2.23,0.0,4.0,0.08,0.0,2.23,0.0,0.15,0.0,0.46,0.0,7.99,5.84,5.15,4.46,0.0,0.0,0.0,0.0,3.46,29.82,26.75,1.15
Bucknell University,bucknell-university,Lewisburg,PA,USA,40.954317,-76.882616,https://www.bucknell.edu/,Private Non-Profit,3818,3818,32.01,1389,31,64772,64772,16118,900,86.23,95.84,,34.13,9.0,0.0,1.85,0.0,1.15,0.0,0.0,2.31,0.0,3.11,19.84,0.0,2.19,0.0,0.0,1.85,0.0,0.0,13.38,1.96,0.0,1.85,0.0,0.12,0.0,1.73,0.0,6.23,0.0,0.0,24.34,0.0,0.0,0.0,0.0,0.92,0.0,16.15,1.04
Cedarville University,cedarville-university,Cedarville,OH,USA,39.749237,-83.814692,https://www.cedarville.edu/,Private Non-Profit,3815,3815,62.82,1246,26,36078,36078,9094,1516,74.31,85.05,,37.33,15.0,0.0,0.71,0.0,0.0,4.71,0.0,3.77,0.0,9.31,9.89,0.0,1.06,0.0,0.24,2.12,0.12,0.0,4.95,0.47,0.0,1.06,1.18,0.0,6.83,1.41,0.0,4.59,1.65,2.36,1.3,0.0,0.0,0.0,0.0,6.36,21.2,13.9,0.82
Indiana University-South Bend,indiana-university-south-bend,South Bend,IN,USA,41.665324,-86.221991,https://iusb.edu/,Public,3807,3807,85.99,1072,21,8179,22043,11216,644,35.74,66.82,8364,36.5,14.0,0.0,0.0,0.0,0.3,3.89,0.0,3.89,0.0,8.82,0.0,0.0,0.6,0.0,0.0,1.35,8.82,0.0,4.33,0.15,0.0,0.75,0.0,0.3,0.0,0.9,0.0,3.59,2.84,4.33,2.09,0.0,0.0,0.0,0.0,4.48,27.65,20.33,0.6
Nevada State University,nevada-state-university,Henderson,NV,USA,35.982345,-114.938044,https://nsc.edu/,Public,3791,3791,86.15,,,6368,20449,,1300,31.03,76.97,13208,13.77,19.0,0.0,1.06,0.0,2.94,1.88,0.0,0.0,0.0,10.48,0.0,0.94,0.0,0.0,0.0,2.0,0.0,0.0,3.3,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.02,5.54,0.0,0.0,0.0,0.0,0.0,0.0,2.12,47.0,5.89,2.24
Universidad Politecnica de Puerto Rico,universidad-politecnica-de-puerto-rico,Hato Rey,PR,USA,18.422195,-66.056084,https://www.pupr.edu/,Private Non-Profit,3791,3791,,,,9810,9810,10635,2448,23.56,77.36,,34.05,17.0,0.0,0.0,6.82,0.0,0.0,0.0,7.73,0.0,0.0,78.18,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,3.64,0.0
SUNY College at Plattsburgh,suny-college-at-plattsburgh,Plattsburgh,NY,USA,44.69293,-73.466536,https://www.plattsburgh.edu/,Public,3789,3789,75.18,1180,26,8881,18791,16570,1320,58.84,71.21,16547,57.19,15.0,0.0,2.4,0.0,0.22,7.97,0.0,3.28,0.0,6.44,0.0,0.0,0.33,1.86,0.33,1.97,2.07,0.0,5.57,0.33,0.0,0.11,0.98,0.11,0.0,1.31,0.0,8.41,6.33,2.73,2.51,0.0,0.0,0.0,0.0,2.18,12.01,28.49,2.07
Pratt Institute-Main,pratt-institute-main,Brooklyn,NY,USA,40.691297,-73.96431,https://www.pratt.edu/,Private Non-Profit,3766,3766,53.17,1339,30,59683,59683,16710,2100,72.69,89.39,,34.18,9.0,0.0,0.0,16.39,0.0,0.0,7.06,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.13,0.0,0.0,0.0
Thomas Jefferson University,thomas-jefferson-university,Philadelphia,PA,USA,39.948274,-75.158266,https://www.jefferson.edu/,Private Non-Profit,3708,3708,86.14,1259,28,45683,45683,17246,1600,68.19,81.99,,84.96,13.0,0.0,0.0,6.9,0.0,0.64,0.0,2.18,0.0,0.0,1.45,0.91,0.0,0.0,1.36,0.0,0.0,0.0,2.63,0.0,0.0,0.54,0.0,0.0,0.0,0.27,0.0,3.36,0.0,0.0,0.0,0.36,0.0,0.0,0.0,3.54,69.06,6.81,0.0
Lewis University,lewis-university,Romeoville,IL,USA,41.605432,-88.079032,https://www.lewisu.edu/,Private Non-Profit,3665,3665,72.73,1117,23,37882,37882,12140,1500,62.56,83.64,,46.45,14.0,0.0,0.85,0.0,0.0,1.98,0.0,13.4,0.0,8.58,0.09,0.0,0.38,0.0,0.57,0.75,0.85,0.0,5.19,0.47,0.0,0.28,2.83,0.28,0.0,1.89,0.0,7.26,8.87,1.7,1.79,0.0,0.66,0.0,10.85,1.32,10.0,18.49,0.66
Brandeis University,brandeis-university,Waltham,MA,USA,42.365727,-71.260155,https://www.brandeis.edu/,Private Non-Profit,3663,3663,35.31,1473,33,64946,64946,19096,1000,86.11,90.26,,28.34,11.0,0.0,2.26,0.0,4.64,0.0,0.0,7.47,0.0,1.24,0.0,0.0,1.58,0.0,0.0,3.05,0.0,0.0,19.23,6.33,0.0,3.05,0.0,0.68,0.0,2.49,0.0,8.37,0.0,9.28,19.0,0.0,0.0,0.0,0.0,3.96,0.0,5.66,1.7
Wentworth Institute of Technology,wentworth-institute-of-technology,Boston,MA,USA,42.336632,-71.094983,https://wit.edu/,Private Non-Profit,3641,3641,85.37,1226,28,41010,41010,18670,1500,68.63,86.27,,51.87,16.0,0.0,0.0,13.12,0.0,0.0,0.0,19.44,0.0,0.0,41.31,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,6.8,0.0,16.65,0.0
Spelman College,spelman-college,Atlanta,GA,USA,33.745279,-84.411527,https://www.spelman.edu/,Private Non-Profit,3633,3633,34.09,1184,,30058,30058,16293,1500,76.1,93.76,,57.7,11.0,0.0,0.24,0.0,1.57,0.0,0.0,1.93,0.0,1.93,0.12,0.0,0.48,0.0,0.0,3.01,0.0,0.0,5.42,1.33,0.0,3.25,0.0,0.36,0.0,1.33,0.0,7.59,0.0,0.12,13.01,0.0,0.0,0.0,0.0,3.86,4.7,49.4,0.36
Pepperdine University,pepperdine-university,Malibu,CA,USA,34.037786,-118.707077,https://www.pepperdine.edu/,Private Non-Profit,3629,3629,49.85,1367,28,66742,66742,23270,1000,84.67,85.96,,38.42,13.0,0.0,0.0,0.0,0.23,13.61,0.0,0.0,0.0,0.92,0.0,0.0,0.23,0.0,0.0,1.85,1.15,0.0,5.65,0.46,0.0,10.96,5.88,1.85,0.0,1.27,0.0,10.38,0.0,0.0,8.88,0.0,0.0,0.0,0.0,8.65,0.0,27.22,0.81
University of Scranton,university-of-scranton,Scranton,PA,USA,41.406556,-75.656915,https://www.scranton.edu/,Private Non-Profit,3589,3589,84.35,1237,26,52309,52309,16918,1300,80.8,87.34,,64.93,13.0,0.0,0.69,0.0,0.0,5.73,0.0,2.75,0.0,3.09,0.8,0.23,0.0,0.0,0.0,0.92,1.26,0.0,14.2,1.26,0.0,0.0,7.56,0.34,0.0,1.95,0.0,3.78,4.47,2.41,3.89,0.0,0.0,0.0,0.0,0.11,18.33,24.05,2.18
Vermont State University,vermont-state-university,Randolph,VT,USA,43.939623,-72.604498,https://vermontstate.edu/,Public,3567,3567,83.23,,,11400,21408,12898,1000,48.94,66.81,20865,55.28,9.0,1.59,1.09,0.0,0.08,1.17,0.0,2.01,0.0,3.09,1.0,5.51,0.08,0.0,0.0,0.84,3.93,0.0,2.84,1.17,0.0,1.17,5.26,0.08,0.0,1.09,0.0,5.18,1.34,1.17,1.92,0.0,1.25,0.0,1.0,5.18,41.1,8.94,0.92
Beth Medrash Govoha,beth-medrash-govoha,Lakewood,NJ,USA,40.095672,-74.221328,https://yeshivanotices.org/,Private Non-Profit,3532,3532,,,,,,,,,,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University of Mary Washington,university-of-mary-washington,Fredericksburg,VA,USA,38.302492,-77.476055,https://www.umw.edu/,Public,3504,3504,86.26,1241,29,14559,31479,14040,1200,67.38,81.97,21108,30.75,13.0,0.0,0.0,0.0,0.0,3.76,0.0,6.24,0.0,1.76,0.0,0.0,1.29,0.0,0.0,5.18,8.35,0.0,9.88,1.65,0.0,3.65,0.0,1.41,0.0,5.41,0.0,9.76,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.71,4.59,15.41,2.94
Clark Atlanta University,clark-atlanta-university,Atlanta,GA,USA,33.747628,-84.412584,https://www.cau.edu/,Private Non-Profit,3482,3482,64.63,,19,26446,26446,12018,1900,47.8,69.2,,87.86,16.0,0.0,0.0,0.0,0.0,22.12,0.0,3.98,0.0,4.2,0.0,0.0,0.22,0.0,0.0,1.77,0.0,0.0,5.09,0.88,0.0,0.0,0.0,0.44,0.0,1.55,0.0,12.61,8.63,1.77,5.09,0.0,0.0,0.0,0.0,10.4,0.0,19.69,1.55
Westfield State University,westfield-state-university,Westfield,MA,USA,42.132698,-72.796503,https://www.westfield.ma.edu/,Public,3481,3481,80.74,,20,11882,17962,13510,1140,54.86,70.71,18561,54.54,15.0,0.0,2.35,1.12,0.45,3.47,0.0,3.36,0.0,10.08,0.0,0.0,0.11,0.0,0.0,1.12,4.82,0.0,3.25,1.12,0.0,0.0,4.37,0.0,0.0,0.67,0.0,8.85,15.34,3.02,2.58,0.0,0.0,0.0,0.0,3.36,12.54,15.45,2.58
MCPHS University,mcphs-university,Boston,MA,USA,42.336825,-71.101244,https://www.mcphs.edu/,Private Non-Profit,3474,3474,85.21,1216,27,38850,38850,23988,948,63.32,78.65,,65.84,10.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.41,0.0,0.0
Southwestern Oklahoma State University,southwestern-oklahoma-state-university,Weatherford,OK,USA,35.535281,-98.707768,https://www.swosu.edu/,Public,3469,3469,100.0,1050,20,8295,8325,7410,1218,34.71,69.68,14542,65.35,19.0,0.0,3.19,0.0,0.0,1.2,0.0,2.49,0.0,9.47,0.3,2.19,0.0,0.0,0.0,1.0,2.29,0.0,1.99,0.4,0.0,3.49,5.58,0.0,0.0,0.7,0.0,1.6,2.69,0.0,0.4,0.0,0.0,0.0,0.0,2.29,45.26,13.26,0.2
Inter American University of Puerto Rico-Bayamon,inter-american-university-of-puerto-rico-bayamon,Bayamon,PR,USA,18.351631,-66.182473,https://bayamon.inter.edu/,Private Non-Profit,3453,3453,36.42,,,5580,5580,7492,2460,33.01,71.49,,14.39,28.0,0.0,0.33,0.0,0.0,0.0,3.64,2.81,11.57,0.0,10.41,2.64,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,2.31,1.32,0.0,0.0,0.5,0.0,0.0,11.74,0.0,0.0,0.0,2.81,0.0,5.29,3.8,14.38,14.05,0.0
Siena College,siena-college,Loudonville,NY,USA,42.717602,-73.7526,https://www.siena.edu/,Private Non-Profit,3447,3447,70.57,1238,,44405,44405,16700,1293,75.84,84.34,,66.92,13.0,0.0,2.13,0.0,0.36,7.57,0.0,3.43,0.0,2.6,0.24,0.0,0.47,0.0,4.5,3.91,0.0,0.0,7.22,1.07,0.0,0.24,0.0,0.36,0.0,1.42,0.0,9.82,0.0,3.79,8.17,0.0,0.0,0.0,0.0,1.54,9.7,28.64,2.84
Western Connecticut State University,western-connecticut-state-university,Danbury,CT,USA,41.400365,-73.444264,https://www.wcsu.edu/,Public,3434,3434,81.36,1044,,12763,16095,15131,1300,50.25,70.03,18617,49.8,11.0,0.0,0.0,0.0,0.0,5.04,0.0,1.29,0.0,5.98,0.0,0.0,0.35,0.0,0.0,2.7,1.06,0.0,3.75,0.59,0.0,1.88,0.0,0.0,0.0,0.82,0.0,7.97,8.91,5.28,2.93,0.0,0.0,0.0,0.0,9.14,13.25,27.32,1.76
Winthrop University,winthrop-university,Rock Hill,SC,USA,34.941515,-81.031404,https://www.winthrop.edu/,Public,3424,3424,75.06,1132,23,15956,30286,10488,1200,61.22,72.84,16353,55.36,12.0,0.0,0.24,0.0,0.0,3.17,0.0,1.71,0.0,14.62,0.0,0.0,0.73,4.02,0.0,3.17,0.0,0.0,7.67,0.61,0.0,2.92,7.43,0.24,0.0,1.58,0.0,9.14,0.0,3.9,6.09,0.0,0.0,0.0,0.0,13.64,1.22,17.17,0.73
Central State University,central-state-university,Wilberforce,OH,USA,39.715787,-83.880186,https://www.centralstate.edu/,Public,3412,3412,46.0,,16,7824,9824,11390,1200,25.57,51.19,16544,28.78,17.0,0.29,0.0,0.0,0.0,1.15,0.0,0.57,0.0,19.85,0.76,0.29,0.0,0.0,0.0,0.19,0.0,0.0,1.81,0.0,0.0,5.73,1.34,0.0,0.0,0.48,0.0,1.72,27.48,2.58,0.48,0.0,0.0,0.0,0.0,0.95,0.0,34.35,0.0
CUNY Medgar Evers College,cuny-medgar-evers-college,Brooklyn,NY,USA,40.666256,-73.957076,https://www.mec.cuny.edu/,Public,3404,3404,83.39,980,,7352,15302,,1500,22.29,52.2,5881,12.17,14.0,0.0,0.13,0.0,0.0,0.0,0.0,3.79,0.0,5.61,0.0,0.0,0.0,0.0,0.0,0.65,10.97,0.0,16.19,0.39,0.0,0.0,0.0,0.39,0.0,14.88,0.0,11.36,0.0,9.53,0.0,0.0,0.0,0.0,0.0,0.91,9.53,15.67,0.0
Biola University,biola-university,La Mirada,CA,USA,33.906203,-118.014374,https://www.biola.edu/,Private Non-Profit,3390,3390,60.08,1258,26,46704,46704,11234,1200,68.81,85.26,,44.67,14.0,0.0,0.0,0.0,0.0,8.33,0.0,1.59,0.0,4.29,1.47,0.0,0.25,0.0,0.0,2.57,0.0,0.0,6.0,1.59,0.0,1.96,4.04,0.61,6.5,0.37,0.0,11.15,0.0,0.0,2.94,0.0,0.0,0.0,0.0,18.14,11.64,15.44,1.1
Lander University,lander-university,Greenwood,SC,USA,34.199892,-82.164736,https://www.lander.edu/,Public,3384,3384,67.92,1057,21,11700,21300,10700,1200,48.76,68.62,14501,53.14,17.0,0.0,0.59,0.0,0.0,3.51,0.0,1.61,0.0,9.96,0.0,0.0,0.73,0.0,0.29,1.61,2.78,0.0,3.95,0.0,0.0,0.15,4.25,0.0,0.0,1.76,0.0,7.76,0.29,2.2,6.0,0.0,0.0,0.0,0.0,3.95,18.74,27.38,2.49
Eastern Connecticut State University,eastern-connecticut-state-university,Willimantic,CT,USA,41.721673,-72.218753,https://www.easternct.edu/,Public,3377,3377,80.55,1200,,13292,16624,17258,800,58.14,84.23,20480,50.48,15.0,0.0,0.0,0.0,0.47,8.21,0.0,4.34,0.0,3.4,0.0,0.0,0.35,0.0,0.0,4.92,6.92,0.0,3.17,2.46,0.0,0.0,3.63,0.12,0.0,1.88,0.0,10.32,0.0,4.92,11.61,0.0,0.0,0.0,0.0,4.81,7.39,18.17,2.93
St. Joseph's University-New York,st-josephs-university-new-york,Brooklyn,NY,USA,40.690418,-73.967664,https://www.sjny.edu/,Private Non-Profit,3343,3343,71.4,1170,26,34535,34535,,1000,64.21,79.12,,53.21,12.0,0.0,0.0,0.0,0.0,1.13,0.0,4.12,0.0,31.13,0.0,0.0,0.1,1.34,0.0,1.03,4.74,0.0,3.2,0.72,0.0,0.1,0.93,0.1,0.0,0.31,0.0,7.32,4.95,0.72,2.78,0.0,0.0,0.0,0.0,0.21,16.91,16.8,1.34
University of La Verne,university-of-la-verne,La Verne,CA,USA,34.100855,-117.773262,https://www.laverne.edu/,Private Non-Profit,3341,3341,48.48,1116,21,47000,47000,15180,1152,65.45,76.34,,57.33,11.0,0.0,0.12,0.0,0.0,2.15,0.0,3.46,0.0,17.32,0.0,0.0,0.24,1.91,1.55,0.72,2.27,0.0,7.53,0.96,0.0,0.0,0.0,0.48,0.0,1.08,0.0,11.11,0.0,2.03,10.04,0.0,0.0,0.0,0.0,2.27,0.12,34.17,0.48
Harding University,harding-university,Searcy,AR,USA,35.247386,-91.726143,https://www.harding.edu/,Private Non-Profit,3323,3323,100.0,1187,24,24888,24888,9940,512,70.94,86.63,,39.51,16.0,0.0,0.0,0.0,0.0,8.65,0.0,7.94,0.0,13.33,2.7,0.0,0.43,0.99,0.0,0.71,2.41,0.0,3.12,0.43,0.0,1.84,6.1,0.0,1.99,0.28,0.0,5.25,3.26,3.83,0.99,0.0,0.0,0.0,0.0,5.11,13.62,15.74,1.28
Alabama State University,alabama-state-university,Montgomery,AL,USA,32.364317,-86.295677,https://www.alasu.edu/,Public,3322,3322,95.64,977,18,11248,19576,7690,1600,30.18,60.45,13889,77.76,16.0,0.0,0.0,0.0,0.0,5.47,0.0,5.68,0.0,7.37,1.68,0.0,0.0,0.0,0.0,0.42,0.0,0.0,12.21,0.84,0.0,8.63,0.84,0.0,0.0,1.26,0.0,4.42,9.05,5.89,1.68,0.0,0.0,0.0,0.0,9.47,8.0,16.63,0.42
Oral Roberts University,oral-roberts-university,Tulsa,OK,USA,36.049129,-95.952547,https://oru.edu/,Private Non-Profit,3322,3322,98.6,1183,23,34100,34100,9400,1920,53.9,81.43,,46.19,17.0,0.0,0.0,0.0,0.0,4.24,0.0,1.84,0.0,5.16,3.68,0.0,1.1,0.0,0.0,0.74,4.42,0.0,4.42,1.66,0.0,0.74,4.05,0.0,16.21,0.18,0.0,6.26,0.0,3.68,3.5,0.0,0.0,0.0,0.0,4.6,8.66,24.68,0.18
New York Institute of Technology,new-york-institute-of-technology,Old Westbury,NY,USA,40.812447,-73.6078,https://www.nyit.edu/,Private Non-Profit,3320,3320,78.08,1290,28,44360,44360,21836,1500,56.04,78.78,,45.61,13.0,0.0,0.0,15.43,0.0,2.31,0.0,15.59,0.0,0.0,12.35,5.25,0.0,0.0,0.0,0.0,0.0,0.0,28.4,0.0,0.0,2.31,0.0,0.0,0.0,0.31,0.0,1.08,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.0,10.96,5.4,0.0
Plymouth State University,plymouth-state-university,Plymouth,NH,USA,43.759573,-71.690164,https://www.plymouth.edu/,Public,3298,3298,91.03,,,14558,25498,12104,1410,47.43,71.3,19685,72.91,15.0,0.0,2.92,0.4,0.0,2.92,0.0,1.73,0.0,8.9,0.0,0.13,0.13,0.0,0.0,2.26,0.0,0.0,3.32,0.4,0.0,5.58,8.23,0.0,0.0,1.73,0.0,5.84,7.3,3.59,2.79,0.0,0.0,0.0,0.0,4.12,10.36,26.16,1.2
Hope College,hope-college,Holland,MI,USA,42.787247,-86.100971,https://www.hope.edu/,Private Non-Profit,3274,3274,75.85,1237,28,40420,40420,12180,1150,82.26,90.25,,46.32,11.0,0.0,1.43,0.0,0.43,7.29,0.0,2.29,0.0,10.14,7.0,0.0,1.71,0.0,0.0,1.14,0.0,0.0,7.43,1.29,0.0,1.29,4.57,0.86,0.0,3.86,0.0,8.86,0.0,2.86,5.0,0.0,0.0,0.0,0.0,4.0,6.14,21.29,1.14
Hampton University,hampton-university,Hampton,VA,USA,37.019944,-76.339161,https://www.hamptonu.edu/,Private Non-Profit,3254,3254,48.27,1062,,29162,29162,12986,1100,55.67,84.78,,56.36,15.0,0.0,0.0,0.0,0.0,6.17,0.0,3.55,0.0,2.62,4.11,0.0,0.0,0.0,0.75,1.5,6.73,0.0,12.9,0.19,0.0,0.0,5.98,0.75,0.0,0.37,0.0,9.35,6.36,0.93,5.98,0.0,0.0,0.0,2.24,1.12,7.48,20.56,0.37
University of the Pacific,university-of-the-pacific,Stockton,CA,USA,37.981424,-121.312301,https://www.pacific.edu/,Private Non-Profit,3247,3247,94.86,1303,28,55340,55340,16688,938,67.82,88.56,,42.74,14.0,0.0,0.11,0.0,0.0,4.94,0.0,7.46,0.0,3.67,8.84,1.38,0.46,0.0,0.0,0.69,0.0,0.0,17.57,1.03,0.0,11.48,5.63,0.11,0.0,1.26,0.0,5.86,0.0,0.0,3.56,0.0,0.0,0.0,0.0,4.36,7.12,13.89,0.57
Embry-Riddle Aeronautical University-Prescott,embry-riddle-aeronautical-university-prescott,Prescott,AZ,USA,34.616766,-112.449741,https://prescott.erau.edu/,Private Non-Profit,3245,3245,75.19,1256,26,42204,42204,14102,1400,69.76,83.82,,34.39,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,2.12,7.83,0.0,15.01,0.0,0.0,0.0,27.57,0.16,0.0,3.75,0.0
